50 100 500 1000 2500 73.52 71.75 75.30 72.83 76.19 71.00 72.51 74.56 74.91 71.15 77.11 73.28 75.33 70.64 75.96 76.02 74.54 67.56 77.42 78.04 78.08 76.65 78.11 78.69 78.79 73.97 78.44 78.96 78.59 76.67 76.59 77.74 76.10 77.52 76.13 78.37 78.43 79.14 70.81 77.37 76.82 78.02 78.46 77.09 78.23 77.95 78.51 77.55 77.36 78.49
   120.82   118.06   118.52   119.86   120.52   120.23   118.41   118.83   120.49   118.91   142.44   121.97   120.74   115.50   112.68   119.67   113.80   116.89   143.57   143.30   142.31   143.40   140.98   143.89   142.57   135.87   141.86   142.16   142.94   142.55   140.87   142.06   137.24   144.38   142.18   144.06   141.90   143.45   139.94   137.04   142.20   142.63   143.77   143.92   144.05   143.01   142.59   144.30   140.30   143.60
   447.71   433.73   457.61   438.80   452.09   446.64   456.14   445.57   453.53   443.95   637.87   443.56   441.16   431.78   438.46   435.18   420.89   439.13   643.27   638.70   640.10   643.59   643.30   644.04   633.01   633.11   643.13   639.76   643.12   633.74   637.79   642.10   631.49   642.32   628.33   639.91   637.55   638.91   622.35   628.25   623.56   643.74   641.85   641.35   627.74   637.56   641.38   640.58   618.18   642.40
   866.78   872.89   852.56   874.87   879.41   870.79   889.78   881.44   869.60   866.50   1270.98  845.19   852.27   824.55   862.00   825.04   829.53   858.15   1278.05  1266.21  1269.88  1278.05  1275.34  1270.31  1273.08  1275.58  1277.43  1277.48  1277.82  1237.92  1278.68  1277.00  1276.46  1278.86  1254.98  1278.99  1264.60  1243.50  1262.00  1275.74  1269.91  1274.41  1278.69  1274.94  1266.10  1268.65  1268.50  1274.14  1256.05  1279.34
   2089.60  2012.88  2070.55  2085.97  2056.50  2079.17  2094.56  2050.88  2070.61  2028.92  2775.31  1974.00  1993.24  2039.58  2054.79  1964.26  1992.80  2026.83  2764.85  2776.26  2750.60  2773.47  2738.79  2777.05  2768.92  2771.03  2778.16  2773.29  2773.85  2713.66  2772.38  2768.16  2768.57  2774.28  2714.43  2766.25  2770.31  2679.52  2712.76  2763.01  2770.93  2771.17  2731.69  2758.07  2755.95  2776.08  2756.17  2772.59  2690.91  2762.55
